Time,Bid,Ask
20191001 00:18:17.926,1.22894,1.229
20191001 00:18:19.063,1.2289299999999999,1.229
20191001 00:18:25.743,1.22892,1.229
20191001 00:18:26.070,1.2289,1.22902
20191001 00:18:27.764,1.2289299999999999,1.22902
20191001 00:18:28.818,1.2289,1.22902
20191001 00:18:29.035,1.22891,1.22902
20191001 00:18:29.146,1.22891,1.22901
20191001 00:18:29.257,1.2289,1.22901
20191001 00:18:29.369,1.22891,1.22902
20191001 00:18:29.926,1.22894,1.22902
20191001 00:18:30.037,1.22891,1.22898
20191001 00:18:30.370,1.2289,1.22898
20191001 00:18:36.292,1.2289,1.22899
20191001 00:18:37.501,1.2289,1.22898
20191001 00:18:38.915,1.2289,1.22899
20191001 00:18:40.296,1.2289,1.22898
20191001 00:18:41.725,1.2289,1.22899
20191001 00:18:42.952,1.2289,1.22898
20191001 00:18:44.427,1.2289,1.22899
20191001 00:18:45.727,1.2289,1.22898
20191001 00:18:47.143,1.2289,1.22899
20191001 00:18:48.075,1.2289,1.2289700000000001
20191001 00:18:48.296,1.22892,1.229
20191001 00:18:49.509,1.22891,1.22899
20191001 00:18:51.968,1.22892,1.229
20191001 00:18:55.471,1.22891,1.22899
20191001 00:18:56.784,1.22892,1.229
20191001 00:18:59.074,1.2289,1.229
20191001 00:19:00.854,1.22892,1.229
20191001 00:19:03.471,1.22891,1.22899
20191001 00:19:04.937,1.22892,1.229
20191001 00:19:06.042,1.2289,1.229
20191001 00:19:08.155,1.22891,1.229
20191001 00:19:08.381,1.2289,1.229
20191001 00:19:08.887,1.22892,1.229
20191001 00:19:10.324,1.2289299999999999,1.229
20191001 00:19:11.615,1.22892,1.229
20191001 00:19:11.848,1.22896,1.22902
20191001 00:19:11.929,1.22894,1.22902
20191001 00:19:12.005,1.22894,1.22901
20191001 00:19:12.089,1.22894,1.229
20191001 00:19:12.140,1.2289299999999999,1.229
20191001 00:19:12.544,1.22892,1.229
20191001 00:19:13.315,1.2289299999999999,1.22901
20191001 00:19:16.336,1.22892,1.229
20191001 00:19:19.023,1.2289299999999999,1.229
20191001 00:19:20.282,1.22892,1.229
20191001 00:19:22.794,1.2289299999999999,1.229
20191001 00:19:24.005,1.22892,1.229
20191001 00:19:28.659,1.2289299999999999,1.229
20191001 00:19:29.881,1.22892,1.229
20191001 00:19:32.384,1.2289299999999999,1.22901
20191001 00:19:33.635,1.22892,1.229
20191001 00:19:34.671,1.2289299999999999,1.229
20191001 00:19:34.833,1.2289299999999999,1.22901
20191001 00:19:37.060,1.22894,1.22901
20191001 00:19:38.242,1.2289299999999999,1.22901
20191001 00:19:51.003,1.22891,1.22901
20191001 00:19:51.329,1.22891,1.22902
20191001 00:19:51.435,1.22892,1.229
20191001 00:19:52.792,1.2289299999999999,1.22901
20191001 00:20:11.183,1.22892,1.229
20191001 00:20:14.856,1.22892,1.22899
20191001 00:20:16.270,1.22892,1.229
20191001 00:20:17.527,1.22892,1.22899
20191001 00:20:20.058,1.22892,1.229
20191001 00:20:21.364,1.22892,1.22899
20191001 00:20:22.670,1.22892,1.229
20191001 00:20:25.169,1.22892,1.22899
20191001 00:20:26.578,1.22892,1.229
20191001 00:20:28.968,1.22892,1.22899
20191001 00:20:30.398,1.22892,1.229
20191001 00:20:31.655,1.22892,1.22899
20191001 00:20:32.092,1.22891,1.22899
20191001 00:20:33.019,1.22892,1.229
20191001 00:20:37.568,1.22895,1.22902
20191001 00:20:37.690,1.22896,1.22902
20191001 00:20:37.745,1.22896,1.22904
20191001 00:20:46.048,1.2289700000000001,1.22905
20191001 00:20:46.220,1.2289700000000001,1.22904
20191001 00:20:54.906,1.2289700000000001,1.2290299999999998
20191001 00:20:56.046,1.2289700000000001,1.22904
20191001 00:20:58.499,1.22896,1.22904
20191001 00:21:00.664,1.22896,1.2290299999999998
20191001 00:21:01.951,1.22896,1.22902
20191001 00:21:01.954,1.22895,1.22902
20191001 00:21:02.011,1.22894,1.22901
20191001 00:21:11.419,1.22895,1.22902
20191001 00:21:11.423,1.22895,1.2290299999999998
20191001 00:21:11.476,1.2289700000000001,1.22904
20191001 00:21:11.482,1.2289700000000001,1.22905
20191001 00:21:12.859,1.2289700000000001,1.2290299999999998
20191001 00:21:14.228,1.2289700000000001,1.22904
20191001 00:21:15.442,1.2289700000000001,1.2290299999999998
20191001 00:21:16.667,1.2289700000000001,1.22904
20191001 00:21:19.469,1.22899,1.22906
20191001 00:21:19.471,1.229,1.22906
20191001 00:21:19.753,1.229,1.22907
20191001 00:21:20.031,1.22901,1.22907
20191001 00:21:26.161,1.22901,1.22908
20191001 00:21:29.869,1.22901,1.22907
20191001 00:21:30.972,1.229,1.22907
20191001 00:21:47.197,1.229,1.2291100000000001
20191001 00:21:49.394,1.229,1.22908
20191001 00:22:06.136,1.2290299999999998,1.2291100000000001
20191001 00:22:06.851,1.2290299999999998,1.22909
20191001 00:22:08.600,1.22904,1.22909
20191001 00:22:08.657,1.22904,1.2291100000000001
20191001 00:22:12.243,1.22904,1.2291
20191001 00:22:13.621,1.22904,1.2291100000000001
20191001 00:22:15.913,1.22904,1.2291
20191001 00:22:22.280,1.22904,1.2291100000000001
20191001 00:22:22.825,1.22904,1.22912
20191001 00:22:23.483,1.22904,1.2291100000000001
20191001 00:22:26.058,1.22904,1.22912
20191001 00:22:28.679,1.2290299999999998,1.22912
20191001 00:22:29.075,1.2290299999999998,1.2291100000000001
20191001 00:22:29.924,1.22902,1.2291100000000001
20191001 00:22:29.980,1.22902,1.2291
20191001 00:22:29.984,1.22902,1.22909
20191001 00:22:29.991,1.22901,1.22909
20191001 00:22:35.960,1.22899,1.22908
20191001 00:22:43.145,1.22899,1.22906
20191001 00:22:43.473,1.22899,1.22908
20191001 00:22:43.526,1.22899,1.22909
20191001 00:22:45.932,1.22899,1.22906
20191001 00:22:46.544,1.229,1.22906
20191001 00:22:46.767,1.229,1.22908
20191001 00:22:47.815,1.229,1.22906
20191001 00:22:48.919,1.229,1.22905
20191001 00:22:51.315,1.229,1.22907
20191001 00:22:51.540,1.229,1.22905
20191001 00:22:51.761,1.229,1.22906
20191001 00:22:55.101,1.22899,1.22906
20191001 00:22:56.194,1.22899,1.22905
20191001 00:22:58.536,1.22899,1.22906
20191001 00:22:59.786,1.22899,1.22905
20191001 00:23:00.005,1.229,1.22905
20191001 00:23:01.041,1.229,1.22906
20191001 00:23:03.396,1.22899,1.22906
20191001 00:23:03.475,1.229,1.22906
